batch,train_loss,train_acc,val_loss,val_acc,llc
2000,0.7322121112925039,0.8217338217338217,14.311028797424985,0.008950366151342554,43.18120574951172
4000,0.2576308830266751,0.9688644688644689,22.155473491833778,0.008950366151342554,52.36265182495117
6000,0.14528131249486378,0.9938949938949939,25.32631174619595,0.008136696501220505,56.623626708984375
8000,0.12083320086937384,0.9932844932844933,25.633092160108674,0.006916192026037429,56.26232147216797
10000,0.11434698409579816,0.9951159951159951,25.148412244089034,0.007729861676159479,53.986995697021484
12000,0.1045647442438661,0.9981684981684982,24.729041042629632,0.008136696501220505,54.282291412353516
14000,0.1050776341103934,0.996947496947497,24.31493748840206,0.00935720097640358,54.26657485961914
16000,0.10413269203126102,0.9981684981684982,24.10882195679299,0.01017087062652563,53.50802230834961
18000,0.10308365225939746,0.9951159951159951,23.747753616907108,0.00935720097640358,53.3173828125
20000,0.08989819831723582,0.9981684981684982,23.52255149368087,0.009764035801464606,53.8134765625
22000,0.09810721110095148,0.996947496947497,23.338221647066046,0.009764035801464606,52.1998291015625
24000,0.08962622614611256,0.9993894993894994,23.103738949837105,0.00935720097640358,53.03290557861328
26000,0.09369688157186853,0.9963369963369964,23.010403958626206,0.010577705451586655,52.9896125793457
28000,0.09570821804461088,0.9975579975579976,22.806770287754258,0.012205044751830757,53.66498565673828
30000,0.09069762662156358,0.9993894993894994,22.713547838044086,0.010984540276647681,53.066070556640625
32000,0.09164623827977682,0.9981684981684982,22.61490734135175,0.013425549227013833,53.80284118652344
34000,0.08934708599983349,0.9981684981684982,22.48537132215832,0.012611879576891782,53.22093200683594
36000,0.09809137632774732,0.9957264957264957,22.294257970389154,0.010984540276647681,51.97855758666992
38000,0.08742781894206361,0.9993894993894994,22.177011859232586,0.011798209926769731,51.6707649230957
40000,0.08782730733854716,0.9987789987789988,21.962382178364493,0.010984540276647681,51.223236083984375
42000,0.09173498996225492,0.9981684981684982,21.878747506658506,0.012611879576891782,52.01325607299805
44000,0.09330708535259834,0.9993894993894994,21.670802877685784,0.011798209926769731,51.228302001953125
46000,0.0861060586954321,0.9987789987789988,21.517820140054226,0.013018714401952807,50.677467346191406
48000,0.0926148926003213,0.9951159951159951,21.387698464587118,0.012611879576891782,50.42920684814453
50000,0.08751724983673621,0.9975579975579976,21.207567067435974,0.014646053702196907,50.48622131347656
52000,0.0907768773637376,0.9981684981684982,21.11492482066643,0.015459723352318959,50.45130920410156
54000,0.08261505689544094,0.9993894993894994,20.92703552635012,0.013425549227013833,51.95967102050781
56000,0.08213727653983934,0.9987789987789988,20.773069098241823,0.013425549227013833,51.28540802001953
58000,0.0835873109623269,0.9987789987789988,20.711990139097583,0.014646053702196907,51.34471893310547
60000,0.08095286807696866,0.9987789987789988,20.56525592476101,0.014646053702196907,50.28892517089844
62000,0.0856862060770382,0.9993894993894994,20.50715824155243,0.015866558177379985,50.51787185668945
64000,0.08497589825138402,0.9975579975579976,20.41321664831631,0.014646053702196907,50.926361083984375
66000,0.08218604890609704,0.9981684981684982,20.36930682659771,0.013425549227013833,51.0143928527832
68000,0.07939171552609557,0.9975579975579976,20.31554074038576,0.012611879576891782,49.13653564453125
70000,0.07806282095231445,0.9975579975579976,20.21809959782133,0.013832384052074858,49.117271423339844
72000,0.08435121552206315,0.9981684981684982,20.061601707778145,0.015052888527257934,50.10436248779297
74000,0.07695839111145918,1.0,19.979813732674632,0.012611879576891782,51.14435958862305
76000,0.09093554755778398,0.996947496947497,19.848688658690893,0.014646053702196907,49.946495056152344
78000,0.08117201714039754,0.9963369963369964,19.70921811615107,0.012205044751830757,50.64961624145508
80000,0.08796782231304719,0.9951159951159951,19.580224054290582,0.013425549227013833,50.4726676940918
82000,0.07670859456942529,0.9993894993894994,19.39463958250382,0.013018714401952807,50.18890380859375
84000,0.07707206242525816,0.9987789987789988,19.323375136052427,0.013832384052074858,50.942508697509766
86000,0.0799924181655186,0.9981684981684982,19.280465460943972,0.011798209926769731,50.734371185302734
88000,0.0786369158194091,0.996947496947497,19.08624728032666,0.014239218877135883,48.4537239074707
90000,0.0766008297683585,0.9987789987789988,18.979968063777616,0.014239218877135883,48.79896926879883
92000,0.08055309176805187,0.9957264957264957,18.84380497358895,0.012611879576891782,49.02876663208008
94000,0.08050091091972585,0.9987789987789988,18.656974448679584,0.015866558177379985,49.150482177734375
96000,0.07810258774534681,0.9993894993894994,18.50649433078306,0.013832384052074858,49.0852165222168
98000,0.07554147519418639,0.9987789987789988,18.28046573514159,0.015459723352318959,49.597686767578125
100000,0.07694389333116702,0.9963369963369964,18.18450080195853,0.016680227827502035,49.79123306274414
102000,0.0749788034292114,0.9981684981684982,18.013479080270812,0.018307567127746133,48.78535461425781
104000,0.07751227898458145,0.9987789987789988,17.696451488518388,0.01952807160292921,49.04852294921875
106000,0.07328671430038008,1.0,17.491076392961528,0.021969080553295363,48.50503921508789
108000,0.07412132624495406,0.9987789987789988,17.128296083382516,0.021969080553295363,48.83578109741211
110000,0.0758827227943392,0.9987789987789988,16.899750980863246,0.021969080553295363,47.91171646118164
112000,0.07303603267070537,0.9993894993894994,16.57123593939796,0.023189585028478437,48.18400955200195
114000,0.07907022174546519,0.9981684981684982,16.080820148859846,0.02644426362896664,48.331520080566406
116000,0.07158669290483095,0.996947496947497,15.495492927770483,0.029698942229454843,48.056880950927734
118000,0.06955296404983657,0.9981684981684982,15.02152720457325,0.03580146460537022,46.208770751953125
120000,0.06540481605799638,1.0,14.392824030308656,0.038649308380797394,44.84424591064453
122000,0.06778031599539852,0.9981684981684982,13.772874061158621,0.044751830756712775,46.26966857910156
124000,0.06400043775200227,0.9981684981684982,12.926759654667864,0.04882017900732303,44.976802825927734
126000,0.0581177150197918,1.0,11.740661785012616,0.06061838893409276,44.42362594604492
128000,0.05606603470135944,1.0,10.167256317633763,0.07973962571196094,41.73903274536133
130000,0.0494697227400327,1.0,7.9362940626295435,0.11187957689178193,39.27608108520508
132000,0.03968303642163185,1.0,5.460327931488887,0.19243287225386493,37.26209259033203
134000,0.03478692075951964,1.0,3.2580132531926753,0.3287225386493084,33.323577880859375
136000,0.024412265431253303,1.0,0.9920531938393871,0.6985353946297803,30.68313217163086
138000,0.015758090323179513,1.0,0.06808966176434321,0.9987794955248169,25.866376876831055
140000,0.014724983606940665,1.0,0.04035899037522915,1.0,25.492206573486328
142000,0.014071215226420717,1.0,0.03352148060522446,1.0,24.67277717590332
144000,0.01439268626935066,1.0,0.03395774779396861,1.0,26.12795639038086
146000,0.014182988716566865,1.0,0.0345262205791815,1.0,25.032228469848633
148000,0.014390709156242128,1.0,0.03755240342306978,1.0,26.212860107421875
150000,0.013942034256753144,1.0,0.035604484231143804,1.0,24.663816452026367
152000,0.014115366694558372,1.0,0.036440571676579776,1.0,24.82548713684082
154000,0.01425776763117539,1.0,0.03712652419097767,1.0,24.185110092163086
156000,0.01414297120398313,1.0,0.03657673052434436,1.0,25.31111717224121
158000,0.014448409818763297,1.0,0.03885807957853728,1.0,25.487714767456055
160000,0.014378191420230764,1.0,0.03771238720826532,1.0,25.00705337524414
162000,0.014325707560400587,1.0,0.03742487383508135,1.0,25.039138793945312
164000,0.014239627878171401,1.0,0.036886864280793435,1.0,26.086868286132812
166000,0.014608098332166345,1.0,0.038015365321624896,1.0,25.292871475219727
168000,0.01454142492445884,1.0,0.03725863115288366,1.0,24.7987117767334
170000,0.01399741886764701,1.0,0.035305150683671446,1.0,25.52642059326172
172000,0.014361930873912505,1.0,0.03772500423709593,1.0,25.049503326416016
174000,0.014078819584763825,1.0,0.036053304514730995,1.0,25.12002182006836
176000,0.014500994620911813,1.0,0.03926364305895959,1.0,24.986371994018555
178000,0.014439368909989599,1.0,0.035939356019270306,1.0,25.243040084838867
180000,0.014454606005717843,1.0,0.037153299008312345,1.0,25.380178451538086
182000,0.014320676074271182,1.0,0.03760984207264226,1.0,24.912120819091797
184000,0.01449447976073059,1.0,0.03765563809829502,1.0,25.4220027923584
186000,0.014019231158817558,1.0,0.03635140042467857,1.0,24.150442123413086
188000,0.014632533949297217,1.0,0.039012155248829,1.0,24.919139862060547
190000,0.0141343891985802,1.0,0.03716826660329729,1.0,25.371370315551758
192000,0.014447198522598988,1.0,0.037740636194383226,1.0,26.02894401550293
194000,0.014341674758586463,1.0,0.037221831756252176,1.0,25.45060920715332
196000,0.01428691265908137,1.0,0.03583884071753844,1.0,26.17775535583496
198000,0.014236377118188337,1.0,0.036059935954687365,1.0,25.508878707885742
200000,0.014338195420175072,1.0,0.037508627321939395,1.0,24.679168701171875
